Name,Platform,Year,Genre,Publisher
PDC World Championship Darts 2009,Wii,2009,Sports,Oxygen Interactive
Tour de France 2014,PS3,2014,Sports,Focus Home Interactive
The Hustle: Detroit Streets,XB,2006,Sports,Activision
Tail of the Sun,PS,1996,Role-Playing,ArtDink
Canada Hunt,Wii,2010,Sports,Virtual Play Games
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari
Airline Tycoon,PC,2000,Simulation,Interplay
Virtua Quest,PS2,N/A,Role-Playing,Unknown
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic
Ozzy & Drix,GBA,2003,Platform,Midway Games
Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive
SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games
Song of the Deep,PC,2016,Action,Insomniac Games
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment
Castle Shikigami 2,PS2,2004,Shooter,Play It
Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft
Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen
Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing
Pulse Racer,XB,2003,Racing,Jaleco
Freestyle Metal X,GC,2003,Racing,Midway Games
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment
NEVES,DS,2007,Puzzle,Ignition Entertainment
Unreal Tournament 2004,PC,2004,Shooter,Atari
NBA 07,PS2,2006,Sports,Sony Computer Entertainment
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software
Rogue Trooper,XB,2006,Shooter,Eidos Interactive
Spirits & Spells,GC,2003,Platform,Wanadoo
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games
Balls of Fury,DS,2007,Sports,Zoo Digital Publishing
50 Classic Games,3DS,2012,Misc,Avanquest Software
The Longest Journey,PC,1999,Adventure,Empire Interactive
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment
Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei
Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment
Robotics;Notes,PSV,2014,Adventure,5pb
Ketsui Death Label,DS,2008,Shooter,Arika
Prince of Stride,PSV,2015,Adventure,Kadokawa Games
Syberia II,PC,2004,Adventure,MC2 Entertainment
SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher
Lost: Via Domus,PC,2008,Action,Ubisoft
Monster High 13 Wishes,3DS,2013,Action,Little Orbit
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel
Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher
Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games
Post Mortem,PC,2003,Adventure,Microids
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games
Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory
This War of Mine,PS4,2016,Action,Deep Silver
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory
Without Warning,XB,N/A,Shooter,Capcom
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei
Hanayaka Kana; Ware ga Ichizoku: Tasogare Polarstar,PSP,2013,Adventure,Idea Factory
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games
Final Fight: Streetwise,XB,2006,Action,Capcom
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco
Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment
Nano Diver,PSP,2011,Action,Takara Tomy
Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory
DJ Star,DS,2009,Misc,Deep Silver
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo
Cookie & Cream,DS,2007,Platform,505 Games
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo
Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown
Football Manager 2007,X360,N/A,Sports,Sega
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games
Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive
My Ballet Studio,DS,2009,Simulation,505 Games
Postman Pat: Special Delivery Service,DS,2009,Misc,GSP
Cross + Channel,PSP,2010,Adventure,CyberFront
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision
Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games
Just Cause,PC,2006,Action,Eidos Interactive
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft
Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive
Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb
L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory
Battle Engine Aquila,XB,2003,Shooter,Atari
Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher
Hurry Up Hedgehog!,DS,2009,Racing,O-Games
Hands On! Tangrams,DS,2009,Puzzle,Storm City Games
Puzzle Chronicles,DS,2010,Puzzle,Konami Digital Entertainment
Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis
One Piece Mansion,PS,2001,Action,Capcom
Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix
Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment
Still Life 2,PC,2009,Adventure,Rondomedia
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory
Cube,PSP,2007,Puzzle,D3Publisher
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive
Army Men: Major Malfunction,XB,2006,Shooter,Global Star
Dunamis 15,X360,2011,Adventure,5pb
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken
Worms World Party,PC,2001,Strategy,Virgin Interactive
Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten
Big Bass Fishing,PS,2002,Action,Take-Two Interactive
Reine des Fleurs,PSV,2015,Action,Idea Factory
Gears of War,PC,2007,Shooter,Microsoft Game Studios
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito
Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games
Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games
Colin McRae Rally 2005,PC,2004,Racing,Codemasters
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive
Moshi; Kono Sekai ni Kami-sama ga Iru to suru Naraba.,PSV,2016,Adventure,N/A
Dark Void,PC,2010,Action,Capcom
Chou!! Super Nep League DS,DS,2008,Sports,Jaleco
Irritating Stick,PS,1998,Action,Saurus
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment
Kaleidoeve,PSV,2015,Adventure,HuneX
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games
Star Trek: Legacy,PC,2006,Simulation,Ubisoft
NHL 16,X360,2015,Sports,Electronic Arts
Wall-E,PC,2008,Platform,THQ
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher
Davis Cup Tennis,GBA,2002,Sports,Ubisoft
Pro Rally,GC,2002,Racing,Ubisoft
XCOM 2,XOne,2016,Strategy,Take-Two Interactive
Football Academy,DS,2009,Sports,Electronic Arts
Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision
Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment
Memories Off #5: Encore,PS2,2007,Adventure,CyberFront
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games
Zombie Hunters 2,PS2,2006,Action,Essential Games
WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive
Custom Drive,PSP,2012,Action,D3Publisher
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,Revolution (Japan)
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games
Konductra,DS,2006,Puzzle,O3 Entertainment
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei
Platypus,PSP,2006,Shooter,Funsta
Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ
Winter Sports 3: The Great Tournament,X360,2010,Sports,Tradewest
Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo
Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive
A Vampyre Story,PC,2008,Adventure,Crimson Cow
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega
The Haunted: Hell's Reach,PC,2011,Shooter,Visco
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios
LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions
I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions
Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive
Sniper Elite,PC,2005,Shooter,MC2 Entertainment
The Dark Hills of Cherai,PC,2009,Puzzle,Unknown
FIFA Soccer 08,PC,2007,Sports,Electronic Arts
Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ
Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher
Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games
Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist
Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo
White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus
W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory
Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix
Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion
Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei
Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games
Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment
Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES
Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive
Storm Lover 2nd,PSP,2013,Misc,D3Publisher
Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb
DuckTales: Remastered,PC,2013,Action,Capcom
Transformers: Prime,Wii,2012,Action,Activision
Contrast,PC,2013,Platform,Focus Home Interactive
Arcana Famiglia 2,PSP,2013,Adventure,Comfort
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create
Gaist Crusher God,3DS,2014,Action,Capcom
Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype
PDC World Championship Darts 2008,DS,N/A,Sports,Unknown
San Goku Shi DS 2,DS,2007,Strategy,Tecmo Koei
Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom
Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei
Elven Legacy,PC,2009,Strategy,Paradox Interactive
V-Rally 3,XB,2003,Racing,Atari
Full House Kiss 2,PS2,2006,Adventure,Capcom
Dead to Rights,GBA,2004,Shooter,Zoo Digital Publishing
Thunder Force VI,PS2,2008,Shooter,Sega
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,Paradox Interactive
Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher
Dinotopia: The Sunstone Odyssey,GC,N/A,Action,Unknown
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,Paon
Dance! It's Your Stage,Wii,N/A,Misc,DTP Entertainment
PachiPara 3D,3DS,2011,Misc,Irem Software Engineering
Command & Conquer Collection,PC,2003,Strategy,Electronic Arts
Kiss Bell,PSV,2014,Adventure,Giga
Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher
Sengoku Hime: Senran ni Mau Otometachi,PS2,2009,Adventure,Yeti
GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment
MuvLuv Double Pack,PSV,2016,Adventure,5pb
Koihime Enbu,PS4,2016,Fighting,Yeti
Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei
Worldwide Soccer Manager 2006,PC,2004,Sports,Sega
Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten
Mission: Impossible - Operation Surma,GC,2004,Platform,Atari
Trigger Man,GC,2004,Shooter,Crave Entertainment
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,Action,Takara Tomy
Hiiro no Kakera Portable,PSP,2008,Adventure,Idea Factory
Antz Extreme Racing,XB,2002,Racing,Empire Interactive
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision
Truck Racer,Wii,2009,Racing,Nordic Games
The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts
Nogizaka Haruka no Himitsu Cosplay; Hajime Mashita,PS2,2008,Adventure,ASCII Media Works
Triggerheart Exelica,DC,2007,Shooter,Warashi
Jet Impulse,DS,N/A,Simulation,Nintendo
Games Explosion!,GBA,2006,Action,THQ
Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment
Portable Island: Tenohira Resort,PSP,2006,Simulation,Namco Bandai Games
Night Wizard the Video Game: Denial of the World,PS2,2008,Adventure,5pb
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Misc,Irem Software Engineering
Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015,Action,5pb
Adventure Time: The Secret of the Nameless,3DS,2014,Adventure,Little Orbit
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Adventure,Idea Factory
Robopon 2: Ring Version,GBA,2001,Role-Playing,Hudson Entertainment
Evil Genius,PC,2004,Strategy,Vivendi Games
Dragon Tales: Dragon Adventures,GBA,2003,Platform,NewKidCo
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008,Adventure,System Soft
Dream Dancer,DS,N/A,Misc,N/A
Powerbike,DS,2009,Racing,Majesco Entertainment
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,Role-Playing,Gust
Magic Encyclopedia: Moonlight,DS,2010,Misc,Foreign Media Games
Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish
Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment
Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive
RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames
Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games
Storm Lover Kai!!,PSP,2012,Action,D3Publisher
Race Driver: Create & Race,DS,2007,Racing,Codemasters
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment
Minna to Issho,PSV,2011,Misc,Sony Computer Entertainment
Harukanaru Toki no Naka de 6,PSP,2015,Action,Tecmo Koei
Hummer Badlands,XB,2006,Racing,Global Star
I Doll U,PSV,2015,Adventure,Idea Factory
Enkaku Sousa: Sana e no 23 Hiai,PSP,2009,Adventure,Sony Computer Entertainment
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Action,Takara Tomy
Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft
Iron Soldier 3,PS,1999,Simulation,Telegames
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei
Space Invaders Revolution,DS,2005,Shooter,Rising Star Games
Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games
Worms: WMD,PS4,2016,Action,Sold Out
Myst,PSP,2006,Adventure,Midway Games
UNO 52,DS,2006,Misc,Zoo Digital Publishing
Tiger & Bunny: Hero's Day,PSP,2013,Action,D3Publisher
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,Adventure,Prototype
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software
Accel World: Kasoku no Chouten,PS3,2013,Adventure,Namco Bandai Games
Poupee Girl DS,DS,2009,Misc,Alvion
Pachinko Kaou: Misora Hibari,PS2,2007,Misc,Hackberry
Just Cause,PS2,2006,Action,Eidos Interactive
Choro Q,PS2,2003,Racing,Zoo Digital Publishing
Narcissus: Moshimo Ashita ga Runara,PSP,2010,Adventure,Kadokawa Shoten
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,Namco Bandai Games
IHRA Drag Racing: Sportsman Edition,XB,2006,Racing,Bethesda Softworks
Sharin no Kuni; Himawari no Shoujo,X360,2010,Adventure,5pb
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher
Drone Tactics,DS,2007,Strategy,Success
Technic Beat,PS2,2002,Misc,Arika
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010,Adventure,Compile Heart
Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive
Imperium Romanum,PC,2008,Strategy,Kalypso Media
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive
Curse of the Amsterdam Diamond,DS,2012,Puzzle,Easy Interactive
Sengoku,PC,2011,Strategy,Paradox Interactive
Yume Neko DS,DS,2008,Simulation,Sega
Dream C Club,PS3,2012,Simulation,D3Publisher
IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive
SBK Superbike World Championship,PS2,2008,Racing,Black Bean Games
Memories Off 6: Next Relation,PS2,2009,Adventure,5pb
Scared Rider Xechs,PS2,2010,Adventure,RED Entertainment
Vitamin X: Detective B6,PSP,2012,Adventure,D3Publisher
Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher
You Don't Know Jack,PC,1995,Misc,Vivendi Games
Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory
Lotus Challenge,GC,2004,Racing,Ignition Entertainment
Meiji Toukyou Renka: Twilight Kiss,PSP,2015,Action,Broccoli
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works
Turok,PC,2008,Action,Touchstone
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games
Dragon Zakura DS,DS,2007,Misc,Electronic Arts
Chameleon: To Dye For!,DS,2006,Puzzle,505 Games
Hotel Giant DS,DS,2008,Simulation,Nobilis
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten
Blackthorne,GBA,2003,Action,Activision
Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment
DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli
Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo
Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment
Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works
S.Y.K: Shinsetsu Saiyuuki,PS2,2009,Adventure,Idea Factory
Football Manager Live,PC,2009,Sports,Sega
Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment
Black Cat,PS2,2006,Action,Capcom
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment
Smart Kid's Mega Game Mix,DS,2009,Misc,UFO Interactive
Diary Girl,DS,2008,Misc,Konami Digital Entertainment
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,Role-Playing,Unknown
Serious Sam II,PC,2005,Shooter,Take-Two Interactive
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010,Adventure,Idea Factory
Sengoku Hime: Senran ni Mau Otometachi,PSP,2009,Adventure,Yeti
Secret Game Portable,PSP,2010,Adventure,Yeti
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari
Kimi no Yuusha,DS,2008,Role-Playing,SNK Playmore
Call of Juarez,PC,2006,Shooter,Ubisoft
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft
UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts
Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment
Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft
Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment
Unreal Tournament 2003,PC,2002,Shooter,Atari
Nobunaga no Yabou DS,DS,2006,Strategy,Tecmo Koei
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games
Uppers,PSV,2016,Action,Marvelous Entertainment
Wand of Fortune Portable,PSP,2010,Adventure,Idea Factory
Wiffle Ball Advance,DS,2007,Sports,Zoo Digital Publishing
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006,Action,Konami Digital Entertainment
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007,Misc,D3Publisher
The Last Remnant,PC,2009,Role-Playing,Square Enix
Ten Pin Alley 2,GBA,2004,Sports,XS Games
Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,Kadokawa Shoten
Wand of Fortune R,PSV,2016,Adventure,Idea Factory
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008,Adventure,Marvelous Interactive
My Little Baby,DS,2008,Simulation,CDV Software Entertainment
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009,Adventure,TGL
Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory
NiGHTS into dreams...,PS2,2008,Platform,Sega
WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei
Kaitou Rousseau,DS,2006,Action,Namco Bandai Games
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus
WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive
Totally Spies! Totally Party,PS2,2008,Misc,Ubisoft
GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment
Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios
Puyo Pop Fever,GC,2004,Puzzle,Sega
Wizardry XTH: Unlimited Students,PS2,2006,Role-Playing,Michaelsoft
Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive
Instant Brain,X360,2011,Adventure,Cave
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr
Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH
Rayman Raving Rabbids,PC,2006,Misc,Ubisoft
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games
Abunai: Koi no Sousa Shitsu,PSP,2012,Action,Quinrose
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest
